Defline,Subtype,US Clade,Global Clade
>A/swine/Ohio/12TOSU176/2012|07/19/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU268/2012|07/28/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU293/2012|07/28/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU307/2012|08/03/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU308/2012|08/03/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU318/2012|08/03/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU325/2012|08/03/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU333/2012|08/03/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU338/2012|08/03/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU363/2012|08/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU370/2012|08/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU371/2012|08/03/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU374/2012|08/03/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU409/2012|08/06/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU411/2012|08/06/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU420/2012|08/06/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU421/2012|08/06/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU433/2012|08/06/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU439/2012|08/06/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU447/2012|08/09/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU450/2012|08/09/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU464/2012|08/09/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU467/2012|08/09/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU483/2012|08/10/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU484/2012|08/10/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU50/2012|06/22/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU52/2012|06/22/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU522/2012|08/15/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/12TOSU527/2012|08/15/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/13701/2017|06/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/13TOSU0410/2013|06/01/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/13TOSU0411/2013|06/01/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/13TOSU0726/2013|07/31/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/13TOSU1221/2013|07/01/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/13TOSU1238/2013|07/01/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/13TOSU1373/2013|08/01/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/13TOSU1541/2013|08/01/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/13TOSU1547/2013|08/01/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/13TOSU2043/2013|08/01/2013|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/13TOSU2052/2013|08/01/2013|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/13TOSU2130/2013|08/01/2013|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/13TOSU2132/2013|08/01/2013|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/13TOSU2194/2013|09/01/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/16TOSU1230/2016|05/28/2016|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/16TOSU3066/2016|06/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU3152/2016|06/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU3157/2016|06/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU3177/2016|06/25/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU3192/2016|06/25/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU3193/2016|06/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU3194/2016|06/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU3220/2016|06/25/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU4333/2016|07/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU4335/2016|07/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU4783/2016|07/28/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU4788/2016|07/28/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU4993/2016|08/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU5162/2016|08/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU5179/2016|08/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU5245/2016|08/11/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU5254/2016|08/11/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU5381/2016|08/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU5399/2016|08/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU5873/2016|08/11/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU5879/2016|08/11/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU7801/2016|07/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU7823/2016|07/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU8174/2016|07/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU8219/2016|07/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU8230/2016|07/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU8242/2016|07/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU8254/2016|07/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU8256/2016|07/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU8259/2016|07/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU8264/2016|07/01/2016|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/16TOSU8301/2016|07/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU8302/2016|07/01/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU8757/2016|08/13/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/16TOSU8764/2016|08/13/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/17TOSU1084/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU1094/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU1389/2017|07/13/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU1395/2017|07/13/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU1404/2017|07/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU1420/2017|07/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU1801/2017|07/01/2017|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/17TOSU2596/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU2674/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU4061/2017|07/28/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU4078/2017|07/28/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU4107/2017|08/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU4118/2017|08/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU4304/2017|07/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU4320/2017|08/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU4791/2017|09/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU4798/2017|09/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5030/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5035/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5036/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5043/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5045/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5046/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5071/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5090/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5094/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5095/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5103/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5114/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5116/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5140/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5156/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5162/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5163/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5164/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5166/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5169/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5172/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5173/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5180/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5181/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5182/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5506/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5519/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5521/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5552/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5554/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5557/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5560/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5562/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5563/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5565/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5567/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5579/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5580/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5582/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5607/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5620/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5637/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU5638/2017|06/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU7263/2017|08/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/17TOSU7274/2017|08/01/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/18TOSU0822/2018|06/01/2018|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/6/2012|06/2012|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/7/2012|06/2012|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/9/2012|06/2012|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A00138552/2012|09/02/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A00152576/2012|08/15/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01133464/2012|08/03/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01133466/2012|08/06/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01203186/2012|01/24/2012|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A01203624/2012|07/12/2012|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A01208457/2012|08/07/2012|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01280883/2013|02/15/2013|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A01349302/2013|03/12/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01349305/2013|03/12/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01349485/2013|03/22/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01349495/2013|03/22/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01349615/2013|03/29/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01351573/2013|07/10/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01351683/2013|07/16/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01351710/2013|07/18/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01354299/2017|07/14/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01354302/2017|07/17/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01354314/2017|08/04/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01354315/2017|08/04/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01364406/2013|08/27/2013|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01567020/2014|12/10/2014|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01727442/2015|12/09/2015|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01728296/2015|12/21/2015|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A01783007/2016|11/03/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A01785236/2016|10/27/2016|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A01785249/2017|02/27/2017|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A01785284/2017|01/25/2017|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A01785399/2017|12/26/2017|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A01785904/2019|01/23/2019|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01785905/2019|01/23/2019|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01795365/2015|10/08/2015|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A01795737/2015|11/02/2015|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A01796509/2015|11/30/2015|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01797012/2015|11/02/2015|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01797995/2019|04/23/2019|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01798226/2015|11/30/2015|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A01840053/2014|12/03/2014|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01857766/2015|10/14/2015|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A01895033/2015|11/24/2015|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A01941023/2015|11/09/2015|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A01944458/2015|10/06/2015|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A02134225/2017|10/17/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02136764/2017|11/13/2017|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A02214230/2017|03/20/2017|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A02218183/2017|06/27/2017|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A02218759/2017|07/25/2017|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02221519/2017|09/18/2017|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/A02245339/2019|11/19/2019|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02430905/2019|02/21/2019|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02478686/2019|09/17/2019|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02478819/2019|10/29/2019|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02478879/2019|11/14/2019|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02478896/2019|11/19/2019|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02478897/2019|11/19/2019|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02479175/2020|03/24/2020|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02479264/2020|04/19/2020|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02479280/2020|04/24/2020|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02479354/2020|05/19/2020|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02524675/2020|09/28/2020|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02524829/2020|10/29/2020|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02524859/2020|11/04/2020|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02525155/2021|02/09/2021|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/A02525262/2021|03/15/2021|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/OH_17_25426/2017|11/10/2017|Ohio|6|NA,,,
>A/swine/Ohio/OH_17_26330/2017|11/22/2017|Ohio|6|NA,N2,2002A,2002A
>A/swine/Ohio/OH_18_5253/2018|03/09/2018|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/OH_18_6906/2018|03/25/2018|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/OH_18_6910/2018|03/26/2018|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/OH_18_7450/2018|04/02/2018|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/OH_18_7965/2018|04/09/2018|Ohio|6|NA,N2,2002B,2002B
>A/swine/Ohio/OH_18_7969/2018|04/06/2018|Ohio|6|NA,N2,2002B,2002B
>A/swine/OK/A01377622/2015|11/04/2015|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/OK/A01377632/2015|11/04/2015|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A01475757/2014|06/2014|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A01567185/2014|12/17/2014|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A01567195/2014|12/18/2014|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A01672422/2017|01/17/2017|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A01728023/2015|12/16/2015|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A01770191/2015|08/07/2015|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A01776961/2016|06/20/2016|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A01777830/2016|07/22/2016|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A01778144/2016|08/01/2016|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A01785514/2018|04/19/2018|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A01785611/2018|09/04/2018|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A01785722/2018|10/25/2018|Oklahoma|6|NA,,,
>A/swine/Oklahoma/A01785776/2018|12/03/2018|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A01785992/2019|02/27/2019|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A01896023/2015|11/16/2015|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A01932035/2017|02/06/2017|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A01932045/2017|02/08/2017|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A02245308/2019|10/28/2019|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A02245329/2019|11/11/2019|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A02245348/2019|12/03/2019|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A022455605/2020|04/29/2020|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A02245680/2020|07/14/2020|Oklahoma|6|NA,N1,pandemic,pandemic
>A/swine/Oklahoma/A02245714/2020|09/11/2020|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A02245730/2020|10/01/2020|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A02245747/2020|10/14/2020|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A02245759/2020|10/23/2020|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A02245760/2020|10/23/2020|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A02245761/2020|10/23/2020|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A02431948/2019|04/03/2019|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A02478660/2019|09/04/2019|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A02478845/2019|10/31/2019|Oklahoma|6|NA,N2,2002B,2002B
>A/swine/Oklahoma/A02479048/2020|02/04/2020|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A02479098/2020|02/04/2020|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A02479121/2020|03/06/2020|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oklahoma/A02525142/2021|02/02/2021|Oklahoma|6|NA,N2,2002A,2002A
>A/swine/Oregon/A01104094/2016|06/04/2016|Oregon|6|NA,N2,2002A,2002A
>A/swine/Pennsylvania/A01104049/2012|08/09/2012|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A01104050/2012|08/09/2012|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A01380412/2013|03/26/2013|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A01432652/2013|04/2013|Pennsylvania|6|NA,N2,2002A,2002A
>A/swine/Pennsylvania/A01477597/2014|09/25/2014|Pennsylvania|6|NA,N2,2002A,2002A
>A/swine/Pennsylvania/A01727958/2015|12/15/2015|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A01730466/2016|01/27/2016|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A01733733/2016|03/17/2016|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A02218184/2017|06/21/2017|Pennsylvania|6|NA,N2,2002A,2002A
>A/swine/Pennsylvania/A02257193/2018|09/06/2018|Pennsylvania|6|NA,N2,2002A,2002A
>A/swine/Pennsylvania/A02257263/2018|09/06/2018|Pennsylvania|6|NA,N2,2002A,2002A
>A/swine/Pennsylvania/A02479125/2020|03/11/2020|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A02479128/2020|03/12/2020|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A02479139/2020|03/19/2020|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A02524416/2020|06/11/2020|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A02524504/2020|07/24/2020|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A02524606/2020|09/03/2020|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A02524832/2020|10/29/2020|Pennsylvania|6|NA,N2,2002A,2002A
>A/swine/Pennsylvania/A02524956/2020|12/02/2020|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A02525008/2020|12/18/2020|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A02525116/2021|01/26/2021|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A02525204/2021|02/23/2021|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/Pennsylvania/A02525244/2021|03/04/2021|Pennsylvania|6|NA,N2,2002B,2002B
>A/swine/South_Carolina/A02525279/2021|03/26/2021|South_Carolina|6|NA,N2,2002B,2002B
>A/swine/South_Dakota/A01350803/2013|05/30/2013|South_Dakota|6|NA,N2,2002B,2002B
>A/swine/South_Dakota/A01366063/2013|11/29/2013|South_Dakota|6|NA,N2,2002A,2002A
>A/swine/South_Dakota/A01366093/2013|12/03/2013|South_Dakota|6|NA,N2,2002B,2002B
>A/swine/South_Dakota/A01480341/2014|02/27/2014|South_Dakota|6|NA,N2,2002B,2002B
