Barcode	Date	State	Subtype	Strain	H1	H3	N1	N2	Constellation	WGS
A01260462	2014-01-02	IN	H3N2	A/swine/Indiana/A01260462/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01260466	2014-01-13	IN	H3N2	A/swine/Indiana/A01260466/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01260471	2014-01-23	IN	H1N2	A/swine/Indiana/A01260471/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01260474	2014-01-23	IN	H1N2	A/swine/Indiana/A01260474/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01260476	2014-01-28	IN	H1N2	A/swine/Indiana/A01260476/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01260477	2014-01-28	IN	H1N2	A/swine/Indiana/A01260477/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01260479	2014-01-28	IN	H3N2	A/swine/Indiana/A01260479/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01410287	2014-02-01	IN	H3N2	A/swine/Indiana/A01410287/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01410396	2014-03-01	IN	H3N2	A/swine/Indiana/A01410396/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01410294	2014-02-01	IA	H1N2	A/swine/Iowa/A01410294/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01410297	2014-02-01	IA	H1N1	A/swine/Iowa/A01410297/2014	gamma	NA	Classical	NA	----P-	FALSE
A01410307	2014-02-01	IA	H1N1	A/swine/Iowa/A01410307/2014	gamma	NA	Classical	NA	----P-	FALSE
A01410332	2014-03-01	IA	H1N1	A/swine/Iowa/A01410332/2014	gamma	NA	Classical	NA	----P-	FALSE
A01410349	2014-03-01	IA	H1N2	A/swine/Iowa/A01410349/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01410371	2014-03-01	IA	H1N2	A/swine/Iowa/A01410371/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01410386	2014-03-01	IA	H1N1	A/swine/Iowa/A01410386/2014	gamma	NA	Classical	NA	----P-	FALSE
A01480042	2014-02-07	IA	H3N2	A/swine/Iowa/A01480042/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01480518	2014-03-11	MN	H3N2	A/swine/Minnesota/A01480518/2014	NA	IV-A	NA	2002A	----P-	FALSE
A01492710	2014-01-13	MO	H1N1	A/swine/Missouri/A01492710/2014	gamma	NA	Classical	NA	----P-	FALSE
A01491905	2014-02-12	NE	H1N1	A/swine/Nebraska/A01491905/2014	gamma	NA	Classical	NA	----P-	FALSE
A01492599	2014-03-03	NE	H1N2	A/swine/Nebraska/A01492599/2014	delta1a	NA	NA	2002A	----P-	FALSE
A01410316	2014-03-01	NC	H1N1	A/swine/North_Carolina/A01410316/2014	gamma	NA	Classical	NA	----P-	FALSE
A01410319	2014-02-01	NC	H1N1	A/swine/North_Carolina/A01410319/2014	gamma	NA	Classical	NA	----P-	FALSE
A01410324	2014-03-01	NC	H1N1	A/swine/North_Carolina/A01410324/2014	gamma	NA	Classical	NA	----P-	FALSE
A01475161	2014-03-01	NC	H1N1	A/swine/North_Carolina/A01475161/2014	gamma	NA	Classical	NA	----P-	FALSE
A01411435	2014-02-01	OK	H1N2	A/swine/Oklahoma/A01411435/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01480341	2014-02-27	SD	H3N2	A/swine/South_Dakota/A01480341/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01395227	2013-11-19	IL	H1N1	A/swine/Illinois/A01395227/2013	gamma	NA	Classical	NA	----P-	FALSE
A01409759	2014-01-01	IL	H1N1	A/swine/Illinois/A01409759/2014	gamma	NA	Classical	NA	----P-	FALSE
A01409814	2014-01-01	IL	H1N1	A/swine/Illinois/A01409814/2014	gamma	NA	Classical	NA	----P-	FALSE
A01409846	2014-01-01	IL	H1N1	A/swine/Illinois/A01409846/2014	gamma	NA	Classical	NA	----P-	FALSE
A01409928	2014-01-01	IL	H1N2	A/swine/Illinois/A01409928/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01409964	2014-02-01	IL	H1N2	A/swine/Illinois/A01409964/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01409994	2014-02-01	IL	H3N2	A/swine/Illinois/A01409994/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01410110	2014-01-01	IL	H3N2	A/swine/Illinois/A01410110/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01410128	2014-01-01	IL	H1N1	A/swine/Illinois/A01410128/2014	gamma	NA	Classical	NA	----P-	FALSE
A01410216	2014-02-01	IL	H1N2	A/swine/Illinois/A01410216/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01410235	2014-02-01	IL	H1N1	A/swine/Illinois/A01410235/2014	gamma	NA	Classical	NA	----P-	FALSE
A01410254	2014-02-01	IL	H1N1	A/swine/Illinois/A01410254/2014	gamma	NA	Classical	NA	----P-	FALSE
A01410268	2014-02-01	IL	H3N2	A/swine/Illinois/A01410268/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01411311	2014-01-01	IL	H1N1	A/swine/Illinois/A01411311/2014	gamma	NA	Classical	NA	----P-	FALSE
A01411312	2014-01-01	IL	H1N1	A/swine/Illinois/A01411312/2014	gamma	NA	Classical	NA	----P-	FALSE
A01411340	2014-01-01	IL	H1N1	A/swine/Illinois/A01411340/2014	pandemic	NA	Pandemic	NA	----P-	FALSE
A01411363	2014-01-01	IL	H3N2	A/swine/Illinois/A01411363/2014	NA	IV-B	NA	2002B	----P-	FALSE
A01411380	2014-01-01	IL	H1N2	A/swine/Illinois/A01411380/2014	pandemic	NA	NA	2002	----P-	FALSE
A01411401	2014-02-01	IL	H1N1	A/swine/Illinois/A01411401/2014	gamma	NA	Classical	NA	----P-	FALSE
A01411419	2014-02-01	IL	H1N1	A/swine/Illinois/A01411419/2014	pandemic	NA	Pandemic	NA	----P-	FALSE
A01411453	2014-02-01	IL	H1N2	A/swine/Illinois/A01411453/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01411463	2014-02-01	IL	H3N2	A/swine/Illinois/A01411463/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01475015	2014-02-01	IL	H3N2	A/swine/Illinois/A01475015/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01491193	2014-01-23	IL	H3N2	A/swine/Illinois/A01491193/2014	NA	IV-E	NA	2002A	----P-	FALSE
A01491915	2014-02-03	IL	H1N2	A/swine/Illinois/A01491915/2014	delta1a	NA	NA	2002A	----P-	FALSE
A01260415	2013-11-11	IN	H1N2	A/swine/Indiana/A01260415/2013	delta1b	NA	NA	2002A	----P-	FALSE
A01260416	2013-11-11	IN	H3N2	A/swine/Indiana/A01260416/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01260421	2013-11-20	IN	H1N1	A/swine/Indiana/A01260421/2013	gamma	NA	Classical	NA	----P-	FALSE
A01260424	2013-11-26	IN	H1N1	A/swine/Indiana/A01260424/2013	gamma	NA	Classical	NA	----P-	FALSE
A01260426	2013-11-26	IN	H1N1	A/swine/Indiana/A01260426/2013	gamma	NA	Classical	NA	----P-	FALSE
A01260438	2013-12-12	IN	H1N1	A/swine/Indiana/A01260438/2013	gamma	NA	Classical	NA	----P-	FALSE
A01260439	2013-12-12	IN	H1N1	A/swine/Indiana/A01260439/2013	gamma	NA	Classical	NA	----P-	FALSE
A01260443	2013-12-17	IN	H1N1	A/swine/Indiana/A01260443/2013	gamma	NA	Classical	NA	----P-	FALSE
A01260445	2013-12-17	IN	H1N1	A/swine/Indiana/A01260445/2013	gamma	NA	Classical	NA	----P-	FALSE
A01409800	2014-01-01	IA	H1N1	A/swine/Iowa/A01409800/2014	gamma	NA	Classical	NA	----P-	FALSE
A01410104	2014-01-01	IA	H1N1	A/swine/Iowa/A01410104/2014	gamma	NA	Classical	NA	----P-	FALSE
A01410154	2014-01-01	IA	H1N1	A/swine/Iowa/A01410154/2014	gamma	NA	Classical	NA	----P-	FALSE
A01480170	2014-02-14	IA	H1N1	A/swine/Iowa/A01480170/2014	gamma	NA	Classical	NA	----P-	FALSE
A01480171	2014-02-14	IA	H1N1	A/swine/Iowa/A01480171/2014	gamma	NA	Classical	NA	----P-	FALSE
A01377122	2013-12-02	KS	H1N2	A/swine/Kansas/A01377122/2013	delta1b	NA	NA	2002A	----P-	FALSE
A01377161	2013-12-02	KS	H3N2	A/swine/Kansas/A01377161/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01377172	2013-12-02	KS	H1N1	A/swine/Kansas/A01377172/2013	gamma	NA	Classical	NA	----P-	FALSE
A01366913	2014-01-31	MN	H3N2	A/swine/Minnesota/A01366913/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01366929	2014-01-31	MN	H1N1	A/swine/Minnesota/A01366929/2014	gamma	NA	Classical	NA	----P-	FALSE
A01366992	2014-02-05	MN	H3N2	A/swine/Minnesota/A01366992/2014	NA	IV-A	NA	2002A	----P-	FALSE
A01409771	2013-12-30	MN	H3N2	A/swine/Minnesota/A01409771/2013	NA	IV-B	NA	2002B	----P-	FALSE
A01410057	2013-12-24	MN	H1N1	A/swine/Minnesota/A01410057/2013	gamma	NA	Classical	NA	----P-	FALSE
A01410096	2013-12-30	MN	H3N2	A/swine/Minnesota/A01410096/2013	NA	IV-B	NA	2002B	----P-	FALSE
A01410131	2014-01-01	MN	H1N2	A/swine/Minnesota/A01410131/2014	delta1a	NA	NA	2002A	----P-	FALSE
A01480322	2014-02-27	MN	H3N2	A/swine/Minnesota/A01480322/2014	NA	IV-A	NA	2002A	----P-	FALSE
A01491451	2014-01-27	MN	H1N1	A/swine/Minnesota/A01491451/2014	pandemic	NA	Pandemic	NA	----P-	FALSE
A01491464	2014-01-27	MN	H1N1	A/swine/Minnesota/A01491464/2014	pandemic	NA	Pandemic	NA	----P-	FALSE
A01491382	2014-01-27	NE	H1N1	A/swine/Nebraska/A01491382/2014	pandemic	NA	Pandemic	NA	----P-	FALSE
A01491508	2014-01-30	NE	H1N1	A/swine/Nebraska/A01491508/2014	pandemic	NA	Pandemic	NA	----P-	FALSE
A01491799	2014-02-11	NE	H1N1	A/swine/Nebraska/A01491799/2014	gamma	NA	Classical	NA	----P-	FALSE
A01290890	2013-12-01	NC	H1N2	A/swine/North_Carolina/A01290890/2013	delta2	NA	NA	1998B	----P-	FALSE
A01409950	2014-02-01	NC	H1N1	A/swine/North_Carolina/A01409950/2014	gamma	NA	Classical	NA	----P-	FALSE
A01409981	2014-02-01	NC	H3N2	A/swine/North_Carolina/A01409981/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01410112	2014-01-01	NC	H1N1	A/swine/North_Carolina/A01410112/2014	gamma	NA	Classical	NA	----P-	FALSE
A01410114	2014-01-01	NC	H1N1	A/swine/North_Carolina/A01410114/2014	gamma	NA	Classical	NA	----P-	FALSE
A01410118	2014-01-01	NC	H3N2	A/swine/North_Carolina/A01410118/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01410136	2014-01-01	NC	H3N2	A/swine/North_Carolina/A01410136/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01410180	2014-01-01	NC	H3N2	A/swine/North_Carolina/A01410180/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01410191	2014-01-01	NC	H1N1	A/swine/North_Carolina/A01410191/2014	gamma	NA	Classical	NA	----P-	FALSE
A01410205	2014-02-01	NC	H1N1	A/swine/North_Carolina/A01410205/2014	gamma	NA	Classical	NA	----P-	FALSE
A01410056	2013-12-26	VA	H1N1	A/swine/Virginia/A01410056/2013	gamma	NA	Classical	NA	----P-	FALSE
A00843193	2014-01-03	IL	H3N2	A/swine/Illinois/A00843193/2014	NA	IV-A	NA	2002B	TTTTPT	TRUE
A01290922	2013-12-01	IL	H1N1	A/swine/Illinois/A01290922/2013	gamma	NA	Classical	NA	----P-	FALSE
A01290925	2013-12-01	IL	H1N1	A/swine/Illinois/A01290925/2013	gamma	NA	Classical	NA	----P-	FALSE
A01290945	2013-12-01	IL	H1N1	A/swine/Illinois/A01290945/2013	gamma	NA	Classical	NA	----P-	FALSE
A01300059	2012-06-12	IL	H1N2	A/swine/Illinois/A01300059/2012	delta1b	NA	NA	2002A	TTTTTT	TRUE
A01300279	2012-06-25	IL	H1N1	A/swine/Illinois/A01300279/2012	gamma	NA	Classical	NA	PPPTPT	TRUE
A01366358	2013-12-17	IL	H1N1	A/swine/Illinois/A01366358/2013	gamma	NA	Classical	NA	----P-	FALSE
A01366496	2013-12-27	IL	H1N1	A/swine/Illinois/A01366496/2013	gamma	NA	Classical	NA	----P-	FALSE
A01393671	2013-12-12	IL	H3N2	A/swine/Illinois/A01393671/2013	NA	IV-B	NA	2002B	----P-	FALSE
A01409608	2013-12-14	IL	H1N1	A/swine/Illinois/A01409608/2013	gamma	NA	Classical	NA	----P-	FALSE
A01409611	2013-12-14	IL	H3N2	A/swine/Illinois/A01409611/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01409620	2013-12-01	IL	H1N1	A/swine/Illinois/A01409620/2013	gamma	NA	Classical	NA	----P-	FALSE
A01409639	2013-12-01	IL	H3N2	A/swine/Illinois/A01409639/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01409657	2013-12-18	IL	H3N2	A/swine/Illinois/A01409657/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01409658	2013-12-18	IL	H1N1	A/swine/Illinois/A01409658/2013	gamma	NA	Classical	NA	----P-	FALSE
A01409675	2013-12-20	IL	H3N2	A/swine/Illinois/A01409675/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01409688	2013-12-19	IL	H1N1	A/swine/Illinois/A01409688/2013	gamma	NA	Classical	NA	----P-	FALSE
A01409697	2013-12-20	IL	H1N1	A/swine/Illinois/A01409697/2013	gamma	NA	Classical	NA	----P-	FALSE
A01409717	2013-12-26	IL	H3N2	A/swine/Illinois/A01409717/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01409735	2013-12-30	IL	H3N2	A/swine/Illinois/A01409735/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01409744	2013-12-30	IL	H1N1	A/swine/Illinois/A01409744/2013	gamma	NA	Classical	NA	----P-	FALSE
A01409794	2014-01-01	IL	H1N2	A/swine/Illinois/A01409794/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01410011	2013-12-01	IL	H1N1	A/swine/Illinois/A01410011/2013	gamma	NA	Classical	NA	----P-	FALSE
A01410029	2013-12-01	IL	H1N1	A/swine/Illinois/A01410029/2013	gamma	NA	Classical	NA	----P-	FALSE
A01410100	2014-01-01	IL	H1N2	A/swine/Illinois/A01410100/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01411086	2013-12-01	IL	H1N1	A/swine/Illinois/A01411086/2013	gamma	NA	Classical	NA	----P-	FALSE
A01411096	2013-12-01	IL	H3N2	A/swine/Illinois/A01411096/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01411097	2014-01-01	IL	H3N2	A/swine/Illinois/A01411097/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01411111	2013-12-01	IL	H1N2	A/swine/Illinois/A01411111/2013	delta1b	NA	NA	2002A	----P-	FALSE
A01411204	2013-12-01	IL	H1N1	A/swine/Illinois/A01411204/2013	gamma	NA	Classical	NA	----P-	FALSE
A01411232	2013-12-18	IL	H3N2	A/swine/Illinois/A01411232/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01411249	2013-12-01	IL	H1N1	A/swine/Illinois/A01411249/2013	gamma	NA	Classical	NA	----P-	FALSE
A01427210	2013-11-26	IL	H1N1	A/swine/Illinois/A01427210/2013	gamma	NA	Classical	NA	PPPTPT	TRUE
A01427261	2013-12-12	IL	H1N1	A/swine/Illinois/A01427261/2013	gamma	NA	Classical	NA	TTTPPT	TRUE
A01427305	2013-12-23	IL	H1N1	A/swine/Illinois/A01427305/2013	gamma	NA	Classical	NA	TTTPPT	TRUE
A01427335	2013-12-23	IL	H1N1	A/swine/Illinois/A01427335/2013	gamma	NA	Classical	NA	TTPPPT	TRUE
A01427360	2013-12-30	IL	H1N1	A/swine/Illinois/A01427360/2013	gamma	NA	Classical	NA	TTTPPT	TRUE
A00968332	2011-04-07	IN	H1N2	A/swine/Indiana/A00968332/2011	delta1b	NA	NA	2002A	TTTPPT	TRUE
A00968358	2012-02-08	IN	H1N2	A/swine/Indiana/A00968358/2012	delta1b	NA	NA	2002A	TTTPPT	TRUE
A00968359	2012-03-06	IN	H3N2	A/swine/Indiana/A00968359/2012	NA	IV-D	NA	2002	TTPTPT	TRUE
A01290919	2013-12-01	IN	H1N1	A/swine/Indiana/A01290919/2013	gamma	NA	Classical	NA	----P-	FALSE
A01290962	2013-12-01	IN	H1N1	A/swine/Indiana/A01290962/2013	gamma	NA	Classical	NA	----P-	FALSE
A01409609	2013-12-01	IN	H1N1	A/swine/Indiana/A01409609/2013	gamma	NA	Classical	NA	----P-	FALSE
A01202693	2011-10-10	IA	H1N2	A/swine/Iowa/A01202693/2011	delta1b	NA	NA	2002A	TPPTPT	TRUE
A01290867	2013-11-01	IA	H3N2	A/swine/Iowa/A01290867/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01290905	2013-12-01	IA	H1N1	A/swine/Iowa/A01290905/2013	gamma	NA	Classical	NA	----P-	FALSE
A01290933	2013-12-01	IA	H3N2	A/swine/Iowa/A01290933/2013	NA	IV-B	NA	2002B	----T-	FALSE
A01300445	2012-06-13	IA	H3N2	A/swine/Iowa/A01300445/2012	NA	IV-F	NA	1998A	TTPPPP	TRUE
A01300451	2012-06-13	IA	H3N2	A/swine/Iowa/A01300451/2012	NA	IV-F	NA	1998A	TTPPPP	TRUE
A01366350	2013-12-17	IA	H1N1	A/swine/Iowa/A01366350/2013	gamma	NA	Classical	NA	----P-	FALSE
A01366680	2014-01-10	IA	H3N2	A/swine/Iowa/A01366680/2014	NA	IV-A	NA	2002B	----P-	FALSE
A01409518	2013-12-01	IA	H3N2	A/swine/Iowa/A01409518/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01409646	2013-12-18	IA	H1N1	A/swine/Iowa/A01409646/2013	gamma	NA	Classical	NA	----P-	FALSE
A01410020	2013-12-01	IA	H1N2	A/swine/Iowa/A01410020/2013	delta1b	NA	NA	2002A	----P-	FALSE
A01410070	2013-12-28	IA	H1N1	A/swine/Iowa/A01410070/2013	gamma	NA	Classical	NA	----P-	FALSE
A01300160	2012-06-19	MN	H3N2	A/swine/Minnesota/A01300160/2012	NA	IV-B	NA	2002B	TTTTTT	TRUE
A01366382	2013-12-18	MN	H1N1	A/swine/Minnesota/A01366382/2013	gamma	NA	Classical	NA	----P-	FALSE
A01366391	2013-12-18	MN	H1N2	A/swine/Minnesota/A01366391/2013	delta1b	NA	NA	2002A	----P-	FALSE
A01366468	2013-12-27	MN	H1N1	A/swine/Minnesota/A01366468/2013	gamma	NA	Classical	NA	----P-	FALSE
A01366485	2013-12-27	MN	H1N2	A/swine/Minnesota/A01366485/2013	delta1a	NA	NA	2002A	----P-	FALSE
A01366540	2014-01-03	MN	H1N2	A/swine/Minnesota/A01366540/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01366684	2014-01-10	MN	H1N1	A/swine/Minnesota/A01366684/2014	gamma	NA	Classical	NA	----P-	FALSE
A01393951	2013-12-23	MN	H1N1	A/swine/Minnesota/A01393951/2013	gamma	NA	Classical	NA	----P-	FALSE
A01395969	2013-12-10	MN	H1N2	A/swine/Minnesota/A01395969/2013	delta1b	NA	NA	2002A	----P-	FALSE
A01395979	2013-12-10	MN	H1N2	A/swine/Minnesota/A01395979/2013	delta1b	NA	NA	2002A	----P-	FALSE
A01490569	2013-12-11	MN	H1N1	A/swine/Minnesota/A01490569/2013	gamma	NA	Classical	NA	----P-	FALSE
A01490759	2013-12-26	MN	H3N2	A/swine/Minnesota/A01490759/2013	NA	IV-A	NA	2002A	----P-	FALSE
A01300023	2012-06-12	NE	H3N2	A/swine/Nebraska/A01300023/2012	NA	IV-F	NA	1998A	TTPPPP	TRUE
A01300150	2012-06-18	NE	H1N2	A/swine/Nebraska/A01300150/2012	delta1b	NA	NA	2002A	TTTPPT	TRUE
A01393685	2013-12-16	NE	H1N1	A/swine/Nebraska/A01393685/2013	gamma	NA	Classical	NA	----P-	FALSE
A01393702	2013-12-16	NE	H3N2	A/swine/Nebraska/A01393702/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01393720	2013-12-16	NE	H1N1	A/swine/Nebraska/A01393720/2013	gamma	NA	Classical	NA	----P-	FALSE
A01395901	2013-12-10	NE	H3N2	A/swine/Nebraska/A01395901/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01395921	2013-12-10	NE	H3N2	A/swine/Nebraska/A01395921/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01399642	2013-09-10	NE	H1N1	A/swine/Nebraska/A01399642/2013	beta	NA	Classical	NA	TTTTTT	TRUE
A01410001	2013-12-01	NE	H1N1	A/swine/Nebraska/A01410001/2013	gamma	NA	Classical	NA	----P-	FALSE
A01490005	2013-12-23	NE	H1N1	A/swine/Nebraska/A01490005/2013	gamma	NA	Classical	NA	----P-	FALSE
A01490219	2013-12-30	NE	H1N2	A/swine/Nebraska/A01490219/2013	delta1b	NA	NA	2002A	----P-	FALSE
A01490415	2014-01-02	NE	H1N2	A/swine/Nebraska/A01490415/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01490456	2014-01-02	NE	H1N2	A/swine/Nebraska/A01490456/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01490524	2014-01-06	NE	H1N1	A/swine/Nebraska/A01490524/2014	gamma	NA	Classical	NA	----P-	FALSE
A01490535	2014-01-06	NE	H1N2	A/swine/Nebraska/A01490535/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01490540	2014-01-06	NE	H1N2	A/swine/Nebraska/A01490540/2014	delta1b	NA	NA	2002A	----P-	FALSE
A01290908	2013-12-01	NC	H1N1	A/swine/North_Carolina/A01290908/2013	gamma	NA	Classical	NA	----P-	FALSE
A01290948	2013-12-01	NC	H1N2	A/swine/North_Carolina/A01290948/2013	delta1b	NA	NA	2002A	----P-	FALSE
A01290951	2013-12-01	NC	H1N1	A/swine/North_Carolina/A01290951/2013	gamma	NA	Classical	NA	----P-	FALSE
A01290956	2013-12-01	NC	H1N1	A/swine/North_Carolina/A01290956/2013	gamma	NA	Classical	NA	----P-	FALSE
A01290991	2013-12-01	NC	H1N1	A/swine/North_Carolina/A01290991/2013	gamma	NA	Classical	NA	----P-	FALSE
A01291932	2013-11-01	NC	H1N2	A/swine/North_Carolina/A01291932/2013	delta1b	NA	NA	2002A	----P-	FALSE
A01409655	2013-12-20	NC	H1N1	A/swine/North_Carolina/A01409655/2013	gamma	NA	Classical	NA	----P-	FALSE
A01410044	2013-12-20	NC	H1N1	A/swine/North_Carolina/A01410044/2013	gamma	NA	Pandemic	NA	----P-	FALSE
A01290897	2013-12-01	OH	H1N1	A/swine/Ohio/A01290897/2013	gamma	NA	Classical	NA	----P-	FALSE
A01366307	2013-12-12	SD	H1N2	A/swine/SouthDakota/A01366307/2013	delta1b	NA	NA	1998A	----P-	FALSE
A01366455	2013-12-23	SD	H1N2	A/swine/SouthDakota/A01366455/2013	delta1b	NA	NA	1998A	----P-	FALSE
A01290850	2013-11-01	IL	H1N2	A/swine/Illinois/A01290850/2013	delta1b	NA	NA	2002A	----P-	FALSE
A01290872	2013-12-01	IL	H1N1	A/swine/Illinois/A01290872/2013	gamma	NA	Classical	NA	----P-	FALSE
A01290887	2013-11-01	IL	H1N2	A/swine/Illinois/A01290887/2013	delta1b	NA	NA	2002A	----P-	FALSE
A01291948	2013-11-01	IL	H1N2	A/swine/Illinois/A01291948/2013	delta1b	NA	NA	2002A	----P-	FALSE
A01291953	2013-11-01	IL	H1N1	A/swine/Illinois/A01291953/2013	beta	NA	Classical	NA	----P-	FALSE
A01291992	2013-11-01	IL	H1N1	A/swine/Illinois/A01291992/2013	gamma	NA	Classical	NA	----P-	FALSE
A01395201	2013-11-18	IL	H1N1	A/swine/Illinois/A01395201/2013	pandemic	NA	Pandemic	NA	----P-	FALSE
A01409324	2013-11-01	IL	H1N1	A/swine/Illinois/A01409324/2013	gamma	NA	Classical	NA	----P-	FALSE
A01409364	2013-12-01	IL	H1N2	A/swine/Illinois/A01409364/2013	delta1a	NA	NA	2002A	----P-	FALSE
A01409409	2013-12-01	IL	H1N1	A/swine/Illinois/A01409409/2013	gamma	NA	Classical	NA	----P-	FALSE
A01411080	2013-11-01	IL	H1N2	A/swine/Illinois/A01411080/2013	gamma	NA	NA	2002A	----P-	FALSE
A01427008	2013-09-26	IL	H1N1	A/swine/Illinois/A01427008/2013	gamma	NA	Classical	NA	TTPTPT	TRUE
A01427136	2013-11-04	IL	H3N2	A/swine/Illinois/A01427136/2013	NA	IV-A	NA	2002B	TTTTPT	TRUE
A01427144	2013-11-06	IL	H3N2	A/swine/Illinois/A01427144/2013	NA	IV-E	NA	2002A	TTPPPT	TRUE
A01260093	2012-10-30	IN	H3N2	A/swine/Indiana/A01260093/2012	NA	IV-A	NA	2002A	TTTTPT	TRUE
A01260109	2012-11-08	IN	H1N1	A/swine/Indiana/A01260109/2012	gamma	NA	Classical	NA	TTTTPT	TRUE
A01290854	2013-11-01	IN	H3N2	A/swine/Indiana/A01290854/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01290789	2013-11-01	IA	H1N1	A/swine/Iowa/A01290789/2013	gamma	NA	Classical	NA	----P-	FALSE
A01290820	2013-11-01	IA	H1N2	A/swine/Iowa/A01290820/2013	delta1b	NA	NA	2002B	----P-	FALSE
A01290826	2013-11-01	IA	H1N1	A/swine/Iowa/A01290826/2013	gamma	NA	Classical	NA	----P-	FALSE
A01290848	2013-11-01	IA	H1N1	A/swine/Iowa/A01290848/2013	gamma	NA	Classical	NA	----P-	FALSE
A01290852	2013-11-01	IA	H1N2	A/swine/Iowa/A01290852/2013	delta1b	NA	NA	2002A	----P-	FALSE
A01290860	2013-11-01	IA	H3N2	A/swine/Iowa/A01290860/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01290861	2013-11-01	IA	H1N1	A/swine/Iowa/A01290861/2013	gamma	NA	Classical	NA	----P-	FALSE
A01290865	2013-11-01	IA	H1N1	A/swine/Iowa/A01290865/2013	gamma	NA	Classical	NA	----P-	FALSE
A01290904	2013-11-01	IA	H1N2	A/swine/Iowa/A01290904/2013	delta1b	NA	NA	2002	----T-	FALSE
A01366294	2013-12-12	IA	H1N1	A/swine/Iowa/A01366294/2013	gamma	NA	Classical	NA	----P-	FALSE
A01395338	2013-11-20	IA	H1N1	A/swine/Iowa/A01395338/2013	gamma	NA	Classical	NA	----P-	FALSE
A01409442	2013-12-01	IA	H1N1	A/swine/Iowa/A01409442/2013	gamma	NA	Classical	NA	----P-	FALSE
A01409453	2013-12-01	IA	H1N1	A/swine/Iowa/A01409453/2013	gamma	NA	Classical	NA	----P-	FALSE
A01203313	2012-03-01	MN	H1N1	A/swine/Minnesota/A01203313/2012	gamma	NA	Classical	NA	TTPPPT	TRUE
A01279377	2012-11-20	MN	H3N2	A/swine/Minnesota/A01279377/2012	NA	IV-E	NA	2002A	PTPPPT	TRUE
A01279722	2012-12-04	MN	H3N2	A/swine/Minnesota/A01279722/2012	NA	IV-B	NA	2002	PPPTTT	TRUE
A01279807	2012-12-10	MN	H1N2	A/swine/Minnesota/A01279807/2012	delta1b	NA	NA	2002A	TTTPPT	TRUE
A01366050	2013-11-27	MN	H3N2	A/swine/Minnesota/A01366050/2013	NA	IV-A	NA	2002B	----P-	FALSE
A01366107	2013-12-03	MN	H1N1	A/swine/Minnesota/A01366107/2013	gamma	NA	Classical	NA	----P-	FALSE
